age,workclass,education_level,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,event_time,random_flag,source_system,event_time_std
37.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,21/12/23,N,app,
,Private,Some-college,10.00,nan,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,<=80K,01-28-2024,nan,batch,
60.0,Private,HS-grad,9,nan,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=80K,08/04/25,Y,web,
54.0,Self-emp-inc,Under Graduate,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,,40.0,United-States,>80K,24/06/25,N,app,
37.0,Private,Bachelors,13.00,Never-married,nan,Not-in-family,Black,Male,0.0,0.0,60.0,United-States,>80K,16/04/26,nan,web,
50.0,Private,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,26/09/24,Y,batch,
38.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,Poland,<=80K,03-23-2026,nan,batch,
45.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,nan,0.0,0.0,55.0,United-States,<=80K,03-27-2024,N,web,
25.0,Private,nan,6.00,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,nan,<=80K,11-19-2025,nan,crm,
31.0,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,09/08/23,N,batch,
90.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0.0,2206.0,40.0,United-States,<=80K,01-25-2025,nan,web,
54.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,20.0,United-States,<=80K,12-18-2025,Y,crm,
,Local-gov,Under Graduate,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=80K,06/05/24,N,batch,
18.0,Private,nan,9.00,Never-married,Sales,Own-child,White,nan,0.0,0.0,40.0,United-States,<=80K,14/12/23,nan,app,
66.0,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,nan,Husband,White,Male,1409.0,0.0,50.0,United-States,nan,22/02/24,Y,crm,
75.0,Private,Assoc-voc,11,Widowed,nan,Not-in-family,nan,Female,0.0,0.0,20.0,Columbia,<=80K,24/05/25,nan,batch,
65.0,Private,HS-grad,9,Divorced,Adm-clerical,nan,White,Female,0.0,0.0,40.0,United-States,<=80K,20/05/25,Y,batch,
35.0,Private,Under Graduate,7,Separated,Transport-moving,Not-in-family,Black,Male,3674.0,0.0,40.0,United-States,<=80K,02-14-2026,N,app,
41.0,Unknown,nan,9,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,38.0,United-States,<=80K,nan,nan,batch,
25.0,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,42.0,United-States,<=80K,02/07/25,nan,app,
33.0,Private,Some-college,10,Divorced,Craft-repair,Other-relative,nan,Female,0.0,,40.0,United-States,<=80K,06/12/25,nan,app,
28.0,Private,Prof-school,15,nan,Prof-specialty,Not-in-family,nan,Male,0.0,0.0,55.0,United-States,>80K,07/09/25,nan,web,
59.0,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,07/01/24,N,crm,
40.0,Unknown,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,<=80K,06/07/25,N,app,
38.0,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,70.0,United-States,>80K,01/06/24,N,crm,
23.0,Private,HS-grad,nan,nan,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,15/10/23,N,app,
40.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,40.0,United-States,>80K,07/06/24,Y,web,
41.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,20.0,United-States,<=80K,30/06/24,Y,batch,
24.0,State-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,50.0,United-States,<=80K,15/04/24,nan,web,
38.0,Private,nan,10,Divorced,Craft-repair,Not-in-family,White,Male,,1741.0,40.0,United-States,<=80K,11/03/24,nan,crm,
58.0,Private,HS-grad,9.00,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,>80K,04-21-2025,nan,batch,
40.0,Private,nan,12,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,1977.0,60.0,United-States,>80K,05/03/24,N,crm,
41.0,Unknown,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,>80K,07/10/25,N,batch,
42.0,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,40.0,United-States,<=80K,12/11/25,nan,app,
59.0,Local-gov,Under Graduate,6,Widowed,Other-service,nan,Black,Female,0.0,0.0,30.0,United-States,nan,02/09/26,nan,batch,
19.0,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,nan,12-25-2024,Y,batch,
58.0,Private,Some-college,10.00,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=80K,18/05/25,N,batch,
,Unknown,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Cambodia,>80K,25/05/25,nan,batch,
20.0,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,,0.0,40.0,United-States,<=80K,30/11/23,Y,app,
45.0,Private,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=80K,09/01/24,Y,crm,
50.0,Private,nan,4,Divorced,Craft-repair,Not-in-family,White,nan,0.0,0.0,40.0,United-States,<=80K,12-30-2023,nan,batch,
36.0,Private,Bachelors,13,Divorced,Prof-specialty,nan,White,Female,0.0,0.0,40.0,United-States,<=80K,11/06/24,N,web,
45.0,Unknown,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,<=80K,15/03/26,N,app,
17.0,Private,Under Graduate,7,Never-married,Other-service,Own-child,White,Male,0.0,0.0,12.0,nan,<=80K,09/12/25,nan,app,
59.0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4064.0,0.0,40.0,United-States,<=80K,04/02/25,N,batch,
26.0,Private,Under Graduate,7,Married-civ-spouse,Craft-repair,Husband,White,nan,0.0,0.0,40.0,United-States,<=80K,27/03/24,N,web,
64.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,nan,White,Male,0.0,0.0,40.0,United-States,>80K,25/03/25,Y,app,
33.0,Private,HS-grad,9,nan,Craft-repair,nan,White,Female,0.0,0.0,40.0,United-States,>80K,02/04/24,Y,batch,
61.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,nan,06/08/24,Y,batch,
17.0,Private,Under Graduate,5,Never-married,nan,Own-child,White,Male,1055.0,0.0,24.0,nan,<=80K,02/04/26,nan,app,
50.0,Self-emp-not-inc,Masters,14.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407.0,0.0,98.0,United-States,<=80K,10/10/24,nan,web,
27.0,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,,United-States,<=80K,09-28-2024,Y,app,
30.0,Private,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,nan,05-29-2024,N,app,
43.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,,United-States,<=80K,16/07/25,Y,web,
44.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,40.0,United-States,>80K,05/08/24,nan,app,
35.0,Private,Some-college,10.00,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,04-21-2026,Y,web,
25.0,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,,0.0,40.0,United-States,<=80K,01/05/26,Y,web,
,Private,Some-college,10,Married-civ-spouse,nan,Wife,White,Female,7298.0,0.0,48.0,United-States,>80K,31/03/25,Y,batch,
22.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,15.0,Germany,<=80K,08/04/24,Y,batch,
42.0,Local-gov,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,5178.0,0.0,40.0,United-States,>80K,07/10/25,N,app,
34.0,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,45.0,United-States,nan,07/03/26,nan,crm,
60.0,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,nan,Female,0.0,0.0,42.0,United-States,<=80K,10/02/25,nan,app,
21.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,,40.0,United-States,<=80K,06/09/24,Y,app,
57.0,Federal-gov,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,40.0,United-States,>80K,03/08/24,N,batch,
50.0,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=80K,09/02/26,N,batch,
,Private,Bachelors,13,nan,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,07/04/24,Y,app,
50.0,Private,Under Graduate,4.00,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Ecuador,<=80K,12-28-2024,N,app,
31.0,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,04/06/24,nan,web,
29.0,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,,United-States,<=80K,07-29-2025,nan,batch,
21.0,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,45.0,United-States,<=80K,03/04/24,nan,web,
27.0,Private,Bachelors,13.00,Never-married,Tech-support,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=80K,02/11/25,nan,app,
65.0,Private,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,16.0,United-States,<=80K,12-28-2023,nan,app,
24.0,Private,HS-grad,nan,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,29/12/23,Y,batch,
38.0,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,80.0,United-States,<=80K,04/11/25,nan,web,
48.0,Private,Bachelors,13.00,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688.0,0.0,,United-States,>80K,28/11/25,nan,batch,
,Private,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,nan,0.0,0.0,45.0,United-States,>80K,31/03/24,N,crm,
,Private,HS-grad,9,nan,nan,Husband,White,Male,4386.0,0.0,40.0,United-States,>80K,01-30-2024,Y,batch,
24.0,Private,Some-college,10,Married-civ-spouse,nan,Wife,Asian-Pac-Islander,Female,0.0,0.0,40.0,Laos,<=80K,07/04/25,N,app,
43.0,Private,nan,9.00,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,27/11/25,N,app,
26.0,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=80K,17/02/26,N,batch,
46.0,Private,Assoc-acdm,nan,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,33.0,United-States,<=80K,10/04/26,nan,web,
,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,,0.0,40.0,United-States,>80K,nan,nan,web,
41.0,Self-emp-inc,Some-college,10,nan,Farming-fishing,Husband,White,Male,0.0,0.0,54.0,nan,>80K,02/01/24,nan,app,
26.0,Private,nan,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,02/06/25,nan,app,
34.0,Private,Masters,14,Married-civ-spouse,nan,Husband,Asian-Pac-Islander,Male,7298.0,0.0,35.0,Taiwan,>80K,12/01/24,N,crm,
22.0,Private,Some-college,10.00,Never-married,Sales,nan,nan,Male,0.0,0.0,15.0,United-States,<=80K,03-16-2025,Y,crm,
77.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,nan,Male,,,40.0,United-States,<=80K,23/07/25,Y,web,
22.0,Private,Under Graduate,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0.0,,,Mexico,<=80K,27/10/25,N,crm,
62.0,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,24.0,United-States,<=80K,06-18-2025,N,batch,
43.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1485.0,50.0,United-States,<=80K,30/09/24,nan,batch,
35.0,Private,HS-grad,9.00,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=80K,05/08/23,N,app,
29.0,Private,nan,7,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,11/12/23,N,web,
76.0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,10.0,United-States,<=80K,01/02/24,nan,batch,
63.0,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,<=80K,03/10/24,N,web,
43.0,Private,nan,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1887.0,50.0,United-States,>80K,27/07/24,nan,batch,
58.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,nan,White,Male,,0.0,40.0,United-States,<=80K,09-29-2023,Y,web,
66.0,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,2050.0,0.0,55.0,United-States,<=80K,29/02/24,N,web,
41.0,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,45.0,United-States,<=80K,12/02/26,N,crm,
26.0,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,nan,Male,,0.0,,United-States,<=80K,02-16-2024,N,batch,
47.0,Private,Assoc-voc,11.00,Never-married,Other-service,Not-in-family,White,Male,0.0,,40.0,United-States,<=80K,08/08/24,nan,web,
55.0,Local-gov,Under Graduate,6,Married-civ-spouse,Adm-clerical,Husband,nan,Male,0.0,0.0,40.0,United-States,<=80K,29/05/25,nan,app,
53.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,nan,<=80K,nan,N,crm,
17.0,Private,Under Graduate,3,Never-married,Other-service,nan,White,Male,0.0,0.0,48.0,Mexico,<=80K,10-20-2023,Y,crm,
30.0,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=80K,22/01/25,Y,batch,
49.0,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=80K,05-26-2024,nan,web,
19.0,Private,nan,9,Never-married,Sales,Unmarried,Black,nan,0.0,0.0,30.0,Haiti,<=80K,02/01/25,nan,crm,
45.0,Private,HS-grad,9,nan,Other-service,Husband,Black,Male,0.0,0.0,40.0,United-States,<=80K,27/10/25,N,app,
26.0,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,nan,25/08/25,N,crm,
38.0,Unknown,Assoc-voc,11.00,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,,40.0,United-States,>80K,nan,N,crm,
36.0,State-gov,HS-grad,nan,Married-civ-spouse,Protective-serv,Husband,White,Male,7298.0,0.0,40.0,United-States,>80K,21/05/25,nan,app,
33.0,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=80K,07/05/24,Y,app,
22.0,Unknown,Some-college,10,Never-married,Protective-serv,nan,Black,Female,0.0,0.0,40.0,United-States,<=80K,03/07/26,N,app,
43.0,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,42.0,United-States,<=80K,05-17-2025,Y,batch,
56.0,Private,Assoc-acdm,12,Married-spouse-absent,nan,Not-in-family,White,nan,0.0,0.0,25.0,Iran,<=80K,21/08/24,Y,batch,
31.0,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,nan,Male,0.0,0.0,25.0,United-States,<=80K,09/12/24,nan,batch,
26.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,16/04/25,Y,crm,
46.0,Local-gov,Under Graduate,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,30.0,United-States,<=80K,28/10/23,nan,web,
38.0,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,nan,0.0,0.0,40.0,United-States,>80K,02/04/25,nan,crm,
65.0,Private,Under Graduate,7,Widowed,nan,Unmarried,Other,nan,0.0,0.0,40.0,United-States,<=80K,10/03/26,N,app,
40.0,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,06/07/24,Y,crm,
42.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,35.0,United-States,<=80K,08-18-2024,nan,web,
26.0,Self-emp-not-inc,Under Graduate,5,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,40.0,Portugal,<=80K,24/02/24,nan,app,
36.0,Private,Under Graduate,6,Married-civ-spouse,Other-service,Wife,White,nan,0.0,0.0,24.0,United-States,<=80K,04/05/25,Y,crm,
62.0,Unknown,Masters,nan,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,18/07/25,Y,batch,
43.0,Unknown,Bachelors,13,nan,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,<=80K,20/12/24,N,crm,
22.0,Private,HS-grad,nan,Married-spouse-absent,Sales,Not-in-family,White,Male,0.0,,55.0,United-States,<=80K,05/10/24,nan,web,
28.0,Unknown,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,nan,Male,0.0,0.0,40.0,United-States,<=80K,04/12/23,Y,crm,
56.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,<=80K,18/08/25,nan,crm,
22.0,Private,Assoc-acdm,12,Never-married,Sales,nan,nan,Female,,0.0,15.0,United-States,<=80K,03-21-2025,nan,web,
57.0,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,>80K,13/12/23,N,app,
39.0,Private,HS-grad,9.00,Divorced,Sales,Unmarried,White,Female,0.0,,40.0,United-States,<=80K,07/11/25,N,app,
26.0,Unknown,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,15.0,United-States,<=80K,05/11/25,N,web,
40.0,Unknown,nan,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,,United-States,>80K,10/09/24,N,web,
45.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,<=80K,03/11/23,Y,crm,
,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10.0,United-States,<=80K,11/02/26,nan,web,
23.0,Private,Some-college,10,Never-married,Sales,nan,White,Male,0.0,0.0,40.0,United-States,<=80K,04-22-2025,N,crm,
46.0,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,,United-States,<=80K,04/11/25,N,batch,
54.0,Private,nan,9.00,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,05-13-2024,nan,app,
46.0,Private,Under Graduate,3,Divorced,Craft-repair,Not-in-family,White,Female,0.0,2339.0,45.0,United-States,<=80K,15/10/24,N,crm,
25.0,Private,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,nan,07/12/24,Y,web,
46.0,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,10-31-2024,Y,app,
36.0,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,nan,0.0,0.0,40.0,United-States,<=80K,06-17-2024,N,web,
,Private,HS-grad,9.00,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=80K,nan,nan,web,
29.0,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,16/07/25,N,web,
44.0,Private,nan,10,Married-civ-spouse,Adm-clerical,Wife,White,nan,0.0,2415.0,6.0,United-States,>80K,30/05/24,nan,crm,
19.0,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,40.0,nan,<=80K,09-29-2024,nan,crm,
35.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,United-States,>80K,12/11/25,N,batch,
,Self-emp-not-inc,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,nan,nan,N,batch,
34.0,Private,HS-grad,9,Never-married,Other-service,nan,White,Female,0.0,0.0,35.0,United-States,<=80K,12-27-2025,Y,crm,
44.0,Private,Some-college,nan,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,nan,Y,crm,
45.0,Unknown,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,29/11/23,Y,app,
25.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,nan,0.0,0.0,55.0,United-States,>80K,08-30-2023,nan,crm,
52.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,nan,Male,0.0,0.0,50.0,United-States,>80K,10/10/24,nan,batch,
20.0,Private,Some-college,10,Never-married,Handlers-cleaners,nan,White,Male,0.0,0.0,40.0,United-States,nan,13/03/24,Y,batch,
28.0,Private,Some-college,10.00,Never-married,Other-service,nan,nan,Female,0.0,0.0,40.0,United-States,<=80K,01/04/25,N,batch,
50.0,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,05-31-2025,N,web,
,Private,Assoc-voc,11.00,nan,Tech-support,Not-in-family,White,Female,0.0,0.0,64.0,United-States,<=80K,17/06/24,N,batch,
28.0,Private,Under Graduate,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0.0,2179.0,40.0,Puerto-Rico,<=80K,11-16-2024,Y,batch,
41.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,nan,White,Male,0.0,1977.0,65.0,United-States,>80K,07-31-2024,N,crm,
28.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,,40.0,United-States,<=80K,11-22-2023,Y,crm,
46.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,25.0,United-States,<=80K,25/02/24,Y,web,
32.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=80K,20/05/24,N,batch,
41.0,Local-gov,Some-college,nan,Divorced,Other-service,Not-in-family,Black,Female,0.0,0.0,,nan,nan,01/09/24,Y,web,
24.0,Private,HS-grad,9,nan,Handlers-cleaners,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=80K,02/02/26,nan,app,
33.0,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,18/09/25,Y,crm,
46.0,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,,,60.0,nan,>80K,08/08/24,N,crm,
31.0,State-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,18/08/24,Y,batch,
35.0,Private,Under Graduate,8,Divorced,Craft-repair,Not-in-family,White,Male,,0.0,50.0,United-States,>80K,nan,N,batch,
52.0,Private,Under Graduate,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,<=80K,10/11/24,N,app,
30.0,Private,Under Graduate,7,Never-married,Other-service,Own-child,White,Female,0.0,0.0,19.0,United-States,<=80K,12/01/26,N,crm,
34.0,Local-gov,Under Graduate,nan,Separated,Machine-op-inspct,Not-in-family,Black,Male,,0.0,40.0,United-States,<=80K,02/05/24,Y,batch,
